item_number,district,location,disposition,signal_type,signal_description,occurred_date_time,charge_code,charge_description,offender_number,offenderid,offenderstatus,offender_race,offender_gender,offender_age,victim_number,persontype,victim_race,victim_gender,victim_age,victim_fatal_status,hate_crime,report_type,year
A-29685-22,4,051XX Westgrove Pk,CLOSED,27-42,ATTEMPTED AGGRAVATED RAPE,1/27/2022 8:30,14 35.3,DOMESTIC ABUSE BATTERY - SIMPLE,1.0,738041.0,ARRESTED,BLACK,MALE,41.0,1.0,VICTIM,BLACK,FEMALE,37.0,Non-fatal,,Incident Report,2022
A-29685-22,4,051XX Westgrove Pk,CLOSED,27-42,ATTEMPTED AGGRAVATED RAPE,1/27/2022 8:30,14 35.3(L),ACTS OF DOMESTIC VIOLENCE(STRANGULATION) - AGGRAVATED,1.0,738041.0,ARRESTED,BLACK,MALE,41.0,1.0,VICTIM,BLACK,FEMALE,37.0,Non-fatal,,Incident Report,2022
A-29685-22,4,051XX Westgrove Pk,CLOSED,27-42,ATTEMPTED AGGRAVATED RAPE,1/27/2022 8:30,14 44.1,SECOND DEGREE KIDNAPING,1.0,738041.0,ARRESTED,BLACK,MALE,41.0,1.0,VICTIM,BLACK,FEMALE,37.0,Non-fatal,,Incident Report,2022
C-01407-22,7,045XX Galahad Dr,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2/1/2022 10:00,,,,,,,,,1.0,VICTIM,BLACK,FEMALE,42.0,Non-fatal,,Supplemental Report,2022
C-14796-22,5,019XX Port St,OPEN,103D,DISTURBANCE (DOMESTIC),3/14/2022 6:57,,,,,,,,,1.0,REPORTING PERSON,UNKNOWN,UNKNOWN,,Non-fatal,,Incident Report,2022
B-02690-22,8,003XX Canal St #620,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2/3/2022 0:00,,,,,,,,,1.0,VICTIM,WHITE,FEMALE,25.0,Non-fatal,,Supplemental Report,2022
C-15079-22,8,002XX Canal St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),3/4/2022 23:30,14 62,SIMPLE BURGLARY,1.0,736526.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,40.0,Non-fatal,,Incident Report,2022
C-08584-22,8,005XX N Rampart St,OPEN,43B,SEXUAL BATTERY,3/8/2022 17:34,,,,,,,,,1.0,VICTIM,BLACK,MALE,41.0,Non-fatal,,Incident Report,2022
A-33232-22,2,025XX Calhoun St,CLOSED,67,THEFT,1/30/2022 2:50,14 67,THEFT,1.0,736547.0,ARRESTED,BLACK,FEMALE,36.0,1.0,VICTIM,WHITE,MALE,23.0,Non-fatal,,Supplemental Report,2022
A-33232-22,2,025XX Calhoun St,CLOSED,67,THEFT,1/30/2022 2:50,14 70.4,ACCESS DEVICE FRAUD,1.0,736547.0,ARRESTED,BLACK,FEMALE,36.0,1.0,VICTIM,WHITE,MALE,23.0,Non-fatal,,Supplemental Report,2022
A-33232-22,2,025XX Calhoun St,CLOSED,67,THEFT,1/30/2022 2:50,14 67,THEFT,2.0,736548.0,ARRESTED,BLACK,FEMALE,35.0,1.0,VICTIM,WHITE,MALE,23.0,Non-fatal,,Supplemental Report,2022
A-33232-22,2,025XX Calhoun St,CLOSED,67,THEFT,1/30/2022 2:50,14 70.4,ACCESS DEVICE FRAUD,2.0,736548.0,ARRESTED,BLACK,FEMALE,35.0,1.0,VICTIM,WHITE,MALE,23.0,Non-fatal,,Supplemental Report,2022
A-33232-22,2,025XX Calhoun St,CLOSED,67,THEFT,1/30/2022 2:50,14 35,SIMPLE BATTERY,2.0,736548.0,ARRESTED,BLACK,FEMALE,35.0,1.0,VICTIM,WHITE,MALE,23.0,Non-fatal,,Supplemental Report,2022
C-14572-22,8,007XX Convention Center Bd,OPEN,62C,SIMPLE BURGLARY (VEHICLE),3/13/2022 22:00,14 62,SIMPLE BURGLARY,1.0,736531.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,FEMALE,22.0,Non-fatal,,Incident Report,2022
C-14572-22,8,007XX Convention Center Bd,OPEN,62C,SIMPLE BURGLARY (VEHICLE),3/13/2022 22:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,736531.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,FEMALE,22.0,Non-fatal,,Incident Report,2022
C-15119-22,6,St Charles Ave & Erato,OPEN,21P,LOST PROPERTY,3/1/2022 10:00,,,,,,,,,1.0,VICTIM,BLACK,MALE,30.0,Non-fatal,,Incident Report,2022
C-15126-22,7,102XX Springwood St,CLOSED,62C,SIMPLE BURGLARY (VEHICLE),3/14/2022 9:55,14 62,SIMPLE BURGLARY,1.0,736532.0,ARRESTED,BLACK,FEMALE,24.0,1.0,VICTIM,BLACK,MALE,22.0,Non-fatal,,Incident Report,2022
C-14850-22,6,014XX Tchoupitoulas St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),3/14/2022 1:45,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,736533.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,FEMALE,21.0,Non-fatal,,Incident Report,2022
C-14850-22,6,014XX Tchoupitoulas St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),3/14/2022 1:45,14 62,SIMPLE BURGLARY,1.0,736533.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,FEMALE,21.0,Non-fatal,,Incident Report,2022
C-14928-22,7,072XX Claridge Ct,OPEN,42,AGGRAVATED RAPE,3/14/2022 9:45,,,,,,,,,1.0,VICTIM,BLACK,FEMALE,0.0,Non-fatal,,Incident Report,2022
C-14844-22,5,029XX Florida Av,OPEN,56,SIMPLE CRIMINAL DAMAGE,3/14/2022 11:57,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,736536.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
C-14844-22,5,029XX Florida Av,OPEN,56,SIMPLE CRIMINAL DAMAGE,3/14/2022 11:57,,,1.0,736536.0,,UNKNOWN,UNKNOWN,,2.0,REPORTING PERSON,WHITE,MALE,61.0,Non-fatal,,Incident Report,2022
C-10535-22,5,041XX N Robertson St,OPEN,42,AGGRAVATED RAPE,3/10/2022 3:00,14 42.1,SECOND DEGREE RAPE,1.0,736535.0,,WHITE,MALE,51.0,1.0,VICTIM,WHITE,FEMALE,45.0,Non-fatal,,Incident Report,2022
C-15159-22,7,101XX Dwyer Rd,CLOSED,17F,FUGITIVE ATTACHMENT,3/14/2022 10:44,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,1.0,736534.0,ARRESTED,BLACK,MALE,22.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
C-15110-22,6,008XX Peniston Street St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),3/14/2022 1:00,14 62,SIMPLE BURGLARY,1.0,736537.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,54.0,Non-fatal,,Incident Report,2022
C-15110-22,6,008XX Peniston Street St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),3/14/2022 1:00,,,1.0,736537.0,,UNKNOWN,UNKNOWN,,2.0,VICTIM,WHITE,MALE,56.0,Non-fatal,,Incident Report,2022
C-08467-22,1,015XX Canal St,OPEN,67A,AUTO THEFT,3/8/2022 13:41,,,,,,,,,,,,,,Non-fatal,,Supplemental Report,2022
C-15084-22,7,054XX Grand Bayou Dr,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),3/14/2022 11:30,14 35.3,DOMESTIC ABUSE BATTERY - SIMPLE,1.0,736538.0,ARRESTED,BLACK,FEMALE,37.0,1.0,VICTIM,BLACK,MALE,37.0,Non-fatal,,Incident Report,2022
C-09689-22,3,042XX Iberville St,OPEN,283,VIDEO VOYEURISM,3/9/2022 16:00,,,,,,,,,1.0,VICTIM,WHITE,MALE,41.0,Non-fatal,,Incident Report,2022
C-15145-22,7,049XX Henri Dr,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),3/14/2022 12:40,14 35.3,DOMESTIC ABUSE BATTERY - SIMPLE,1.0,736543.0,ARRESTED,BLACK,MALE,31.0,1.0,VICTIM,BLACK,FEMALE,31.0,Non-fatal,,Incident Report,2022
C-15145-22,7,049XX Henri Dr,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),3/14/2022 12:40,14 38,SIMPLE ASSAULT,1.0,736543.0,ARRESTED,BLACK,MALE,31.0,1.0,VICTIM,BLACK,FEMALE,31.0,Non-fatal,,Incident Report,2022
C-11894-22,1,020XX Canal St,OPEN,24K,MEDICAL SEXUAL ASSAULT KIT PROCESSING,3/11/2022 13:30,,,,,,,,,1.0,VICTIM,UNKNOWN,UNKNOWN,,Non-fatal,,Incident Report,2022
C-15166-22,6,E US90B Hw & S Claiborne Exit,OPEN,94,ILLEGAL USE OF WEAPONS,3/14/2022 12:59,14 94,ILLEGAL USE OF WEAPONS,1.0,736540.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
C-15154-22,3,031XX Peoples Av,OPEN,56,SIMPLE CRIMINAL DAMAGE,3/14/2022 2:15,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,736539.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,FEMALE,59.0,Non-fatal,,Incident Report,2022
C-15132-22,8,002XX Loyola Av #208,CLOSED,29,DEATH,3/14/2022 12:58,,,,,,,,,1.0,VICTIM,BLACK,MALE,74.0,Fatal,,Incident Report,2022
C-15132-22,8,002XX Loyola Av #208,CLOSED,29,DEATH,3/14/2022 12:58,,,,,,,,,2.0,REPORTING PERSON,BLACK,FEMALE,66.0,Non-fatal,,Incident Report,2022
C-14494-22,3,041XX Saint Peter St,OPEN,56,SIMPLE CRIMINAL DAMAGE,3/13/2022 19:50,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,736544.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,UNKNOWN,FEMALE,56.0,Non-fatal,,Incident Report,2022
C-09793-22,8,007XX Loyola Av,OPEN,283,VIDEO VOYEURISM,3/9/2022 17:55,,,,,,,,,,,,,,Non-fatal,,Incident Report,2022
C-14934-22,6,033XX 2nd St,OPEN,21P,LOST PROPERTY,3/14/2022 0:30,,,,,,,,,1.0,REPORTING PERSON,WHITE,FEMALE,50.0,Non-fatal,,Incident Report,2022
C-14361-22,8,006XX Bourbon St,OPEN,44,AGGRAVATED KIDNAPPING,3/13/2022 13:00,,,,,,,,,1.0,VICTIM,WHITE,MALE,32.0,Non-fatal,,Incident Report,2022
C-15204-22,4,018XX L B Landry,OPEN,103D,DISTURBANCE (DOMESTIC),3/14/2022 13:00,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,42.0,Non-fatal,,Incident Report,2022
C-15204-22,4,018XX L B Landry,OPEN,103D,DISTURBANCE (DOMESTIC),3/14/2022 13:00,,,,,,,,,2.0,INTERVIEW,BLACK,FEMALE,,Non-fatal,,Incident Report,2022
C-15204-22,4,018XX L B Landry,OPEN,103D,DISTURBANCE (DOMESTIC),3/14/2022 13:00,,,,,,,,,3.0,INTERVIEW,BLACK,FEMALE,18.0,Non-fatal,,Incident Report,2022
C-15046-22,8,009XX Gravier St,OPEN,67B,BICYCLE THEFT,3/11/2022 20:59,14 67,THEFT,1.0,736549.0,,WHITE,MALE,,1.0,VICTIM,WHITE,MALE,36.0,Non-fatal,,Incident Report,2022
C-15046-22,8,009XX Gravier St,OPEN,67B,BICYCLE THEFT,3/11/2022 20:59,,,1.0,736549.0,,WHITE,MALE,,2.0,INTERVIEW,BLACK,MALE,66.0,Non-fatal,,Incident Report,2022
C-15036-22,8,002XX N Peters St #4,OPEN,67F,THEFT BY FRAUD,3/13/2022 4:00,14 67.11,CREDIT CARD FRAUD ,1.0,736550.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,28.0,Non-fatal,,Incident Report,2022
C-15139-22,2,031XX S Carrollton Av,OPEN,67A,AUTO THEFT,3/13/2022 0:30,14 67.26,THEFT OF A MOTOR VEHICLE,1.0,736651.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,FEMALE,50.0,Non-fatal,,Incident Report,2022
C-15155-22,5,048XX Saint Claude Av,OPEN,21,MISCELLANEOUS INCIDENT,3/14/2022 12:30,,,,,,,,,2.0,INTERVIEW,WHITE,FEMALE,70.0,Non-fatal,,Incident Report,2022
C-15155-22,5,048XX Saint Claude Av,OPEN,21,MISCELLANEOUS INCIDENT,3/14/2022 12:30,,,,,,,,,1.0,REPORTING PERSON,WHITE,MALE,45.0,Non-fatal,,Incident Report,2022
C-15232-22,7,076XX Avalon Wy,OPEN,29U,UNCLASSIFIED DEATH,3/14/2022 13:00,,,,,,,,,1.0,VICTIM,BLACK,MALE,37.0,Fatal,,Incident Report,2022
C-15232-22,7,076XX Avalon Wy,OPEN,29U,UNCLASSIFIED DEATH,3/14/2022 13:00,,,,,,,,,2.0,REPORTING PERSON,BLACK,FEMALE,57.0,Non-fatal,,Incident Report,2022
C-15227-22,4,035XX Gen Degaulle Dr,CLOSED,67,THEFT,3/11/2022 12:15,54 186,THEFT,1.0,736554.0,ARRESTED,BLACK,MALE,33.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
C-15227-22,4,035XX Gen Degaulle Dr,CLOSED,67,THEFT,3/11/2022 12:15,,,1.0,736554.0,ARRESTED,BLACK,MALE,33.0,2.0,WITNESS,BLACK,FEMALE,29.0,Non-fatal,,Incident Report,2022
C-13995-22,6,Josephine St & Constance St,OPEN,67A,AUTO THEFT,3/13/2022 4:00,,,,,,,,,,,,,,Non-fatal,,Supplemental Report,2022
B-28326-22,6,010XX 6th St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2/24/2022 18:54,,,,,,,,,1.0,VICTIM,WHITE,FEMALE,52.0,Non-fatal,,Supplemental Report,2022
B-28326-22,6,010XX 6th St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2/24/2022 18:54,,,,,,,,,2.0,VICTIM,WHITE,FEMALE,,Non-fatal,,Supplemental Report,2022
B-28326-22,6,010XX 6th St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2/24/2022 18:54,,,,,,,,,3.0,VICTIM,WHITE,FEMALE,,Non-fatal,,Supplemental Report,2022
C-03002-22,8,003XX Chartres St,OPEN,43MB,MISDEMEANOR SEXUAL BATTERY,3/3/2022 15:08,14 43.1.1,MISDEMEANOR SEXUAL BATTERY,1.0,736586.0,,BLACK,MALE,,1.0,VICTIM,ASIAN,FEMALE,28.0,Non-fatal,,Incident Report,2022
C-14986-22,7,047XX Viola St,OPEN,81,INDECENT BEHAVIOR WITH A JUVENILE,3/14/2022 10:15,,,,,,,,,1.0,VICTIM,BLACK,FEMALE,,Non-fatal,,Incident Report,2022
C-15290-22,1,031XX Tulane Av #364,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),3/14/2022 15:10,14 35.3,DOMESTIC ABUSE BATTERY - SIMPLE,1.0,736558.0,ARRESTED,BLACK,FEMALE,18.0,1.0,VICTIM,BLACK,FEMALE,36.0,Non-fatal,,Incident Report,2022
C-15290-22,1,031XX Tulane Av #364,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),3/14/2022 15:10,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,736558.0,ARRESTED,BLACK,FEMALE,18.0,1.0,VICTIM,BLACK,FEMALE,36.0,Non-fatal,,Incident Report,2022
C-15289-22,5,Royal St & Spain St,OPEN,37,AGGRAVATED ASSAULT,3/14/2022 15:12,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,1.0,736559.0,,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,57.0,Non-fatal,,Incident Report,2022
C-15277-22,1,010XX N Tonti St,OPEN,67,THEFT,2/22/2022 1:11,14 67,THEFT,1.0,736573.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,FEMALE,33.0,Non-fatal,,Incident Report,2022
C-15064-22,5,034XX Treasure St,OPEN,37,AGGRAVATED ASSAULT,3/14/2022 14:50,14 37,AGG. ASSAULT,1.0,736563.0,,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,56.0,Non-fatal,,Incident Report,2022
C-15107-22,3,032XX Gentilly Bd,OPEN,67S,SHOPLIFTING,3/14/2022 12:05,14 67,THEFT,1.0,736565.0,,BLACK,MALE,42.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
C-15107-22,3,032XX Gentilly Bd,OPEN,67S,SHOPLIFTING,3/14/2022 12:05,,,1.0,736565.0,,BLACK,MALE,42.0,2.0,REPORTING PERSON,BLACK,FEMALE,,Non-fatal,,Incident Report,2022
C-14952-22,1,003XX Broad St,OPEN,67,THEFT,3/14/2022 16:04,14 67,THEFT,1.0,736703.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,FEMALE,38.0,Non-fatal,,Incident Report,2022
C-14952-22,1,003XX Broad St,OPEN,67,THEFT,3/14/2022 16:04,,,1.0,736703.0,,UNKNOWN,UNKNOWN,,2.0,INTERVIEW,BLACK,FEMALE,31.0,Non-fatal,,Incident Report,2022
C-15317-22,6,Orange St & Camp St,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,3/14/2022 3:00,,,,,,,,,1.0,VICTIM,BLACK,MALE,24.0,Non-fatal,,Incident Report,2022
C-15295-22,3,043XX Saint Bernard Av,OPEN,21,MISCELLANEOUS INCIDENT,3/14/2022 8:30,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,59.0,Non-fatal,,Incident Report,2022
C-13680-22,7,050XX E Lemans St,OPEN,100,HIT AND RUN,3/14/2022 1:00,,,,,,,,,1.0,REPORTING PERSON,ASIAN,MALE,51.0,Non-fatal,,Supplemental Report,2022
C-15364-22,5,027XX Higgins Bd,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),3/14/2022 16:14,14 62.2,SIMPLE BURGLARY (INHABITED DWELLING),1.0,736567.0,,BLACK,MALE,53.0,1.0,VICTIM,BLACK,FEMALE,57.0,Non-fatal,,Incident Report,2022
C-15134-22,7,071XX Thornley Dr,OPEN,67,THEFT,3/3/2022 10:21,14 67,THEFT,1.0,736568.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,FEMALE,46.0,Non-fatal,,Incident Report,2022
C-06391-22,8,001XX Roosevelt Wy,OPEN,43,SIMPLE RAPE,3/5/2022 20:00,,,,,,,,,1.0,VICTIM,WHITE,FEMALE,25.0,Non-fatal,,Incident Report,2022
C-14981-22,6,Erato St & Camp St,OPEN,67A,AUTO THEFT,3/1/2022 11:00,14 67.26,THEFT OF A MOTOR VEHICLE,1.0,736569.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,FEMALE,41.0,Non-fatal,,Incident Report,2022
C-15271-22,2,XX Mcalister Dr,OPEN,106,OBSCENITY,3/14/2022 11:11,14 285,TELEPHONE COMMUNICATIONS; IMPROPER LANGUAGE; HARASSMENT,1.0,736571.0,,BLACK,MALE,23.0,1.0,VICTIM,WHITE,FEMALE,57.0,Non-fatal,,Incident Report,2022
C-15083-22,1,030XX Ponce De Leon St,OPEN,56,SIMPLE CRIMINAL DAMAGE,3/14/2022 4:30,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,736572.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,UNKNOWN,FEMALE,,Non-fatal,,Incident Report,2022
C-15083-22,1,030XX Ponce De Leon St,OPEN,56,SIMPLE CRIMINAL DAMAGE,3/14/2022 4:30,,,1.0,736572.0,,UNKNOWN,UNKNOWN,,2.0,REPORTING PERSON,UNKNOWN,FEMALE,19.0,Non-fatal,,Incident Report,2022
C-15409-22,1,004XX S Broad St,OPEN,37,AGGRAVATED ASSAULT,3/14/2022 15:43,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,1.0,736574.0,,BLACK,FEMALE,,1.0,VICTIM,WHITE,FEMALE,33.0,Non-fatal,,Incident Report,2022
C-15409-22,1,004XX S Broad St,OPEN,37,AGGRAVATED ASSAULT,3/14/2022 15:43,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,1.0,736574.0,,BLACK,FEMALE,,2.0,VICTIM,WHITE,MALE,5.0,Non-fatal,,Incident Report,2022
C-15409-22,1,004XX S Broad St,OPEN,37,AGGRAVATED ASSAULT,3/14/2022 15:43,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,1.0,736574.0,,BLACK,FEMALE,,3.0,VICTIM,WHITE,MALE,8.0,Non-fatal,,Incident Report,2022
C-15409-22,1,004XX S Broad St,OPEN,37,AGGRAVATED ASSAULT,3/14/2022 15:43,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,1.0,736574.0,,BLACK,FEMALE,,4.0,VICTIM,WHITE,FEMALE,1.0,Non-fatal,,Incident Report,2022
C-15426-22,7,119XX N I-10 Service Rd,CLOSED,94,ILLEGAL USE OF WEAPONS,3/14/2022 14:52,,,1.0,736578.0,ARRESTED,BLACK,MALE,36.0,2.0,WITNESS,BLACK,MALE,13.0,Non-fatal,,Incident Report,2022
C-15426-22,7,119XX N I-10 Service Rd,CLOSED,94,ILLEGAL USE OF WEAPONS,3/14/2022 14:52,,,1.0,736578.0,ARRESTED,BLACK,MALE,36.0,3.0,INTERVIEW,WHITE,FEMALE,32.0,Non-fatal,,Incident Report,2022
C-15426-22,7,119XX N I-10 Service Rd,CLOSED,94,ILLEGAL USE OF WEAPONS,3/14/2022 14:52,,,1.0,736578.0,ARRESTED,BLACK,MALE,36.0,4.0,INTERVIEW,BLACK,FEMALE,45.0,Non-fatal,,Incident Report,2022
C-15426-22,7,119XX N I-10 Service Rd,CLOSED,94,ILLEGAL USE OF WEAPONS,3/14/2022 14:52,14 94,ILLEGAL USE OF WEAPONS,1.0,736578.0,ARRESTED,BLACK,MALE,36.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
C-14104-22,7,121XX N I-10 Service Rd #310,OPEN,103D,DISTURBANCE (DOMESTIC),3/13/2022 14:50,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,29.0,Non-fatal,,Incident Report,2022
C-14104-22,7,121XX N I-10 Service Rd #310,OPEN,103D,DISTURBANCE (DOMESTIC),3/13/2022 14:50,,,,,,,,,2.0,INTERVIEW,BLACK,MALE,25.0,Non-fatal,,Incident Report,2022
C-15480-22,3,X Collins Diboll St,OPEN,103D,DISTURBANCE (DOMESTIC),3/14/2022 16:42,,,,,,,,,1.0,REPORTING PERSON,WHITE,FEMALE,51.0,Non-fatal,,Incident Report,2022
C-15229-22,3,065XX Bellaire Dr,OPEN,103D,DISTURBANCE (DOMESTIC),3/14/2022 13:00,,,,,,,,,1.0,VICTIM,WHITE,FEMALE,24.0,Non-fatal,,Incident Report,2022
C-15125-22,6,007XX Race St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),3/14/2022 4:00,14 62,SIMPLE BURGLARY,1.0,736577.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,50.0,Non-fatal,,Incident Report,2022
C-15432-22,3,023XX New York St,OPEN,56,SIMPLE CRIMINAL DAMAGE,3/14/2022 16:45,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,736576.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,42.0,Non-fatal,,Incident Report,2022
C-15519-22,4,012XX Numa,OPEN,79,VIOLATION OF PROTECTIVE ORDERS,3/14/2022 15:24,14 79,VIOLATIONS OF PROTECTIVE ORDERS,1.0,736579.0,,BLACK,FEMALE,35.0,1.0,VICTIM,BLACK,MALE,35.0,Non-fatal,,Incident Report,2022
C-15494-22,5,031XX Saint Claude Av,CLOSED,37,AGGRAVATED ASSAULT,3/14/2022 17:50,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,1.0,736581.0,ARRESTED,BLACK,MALE,70.0,1.0,VICTIM,BLACK,MALE,18.0,Non-fatal,,Incident Report,2022
C-14341-22,7,047XX Flake Av,OPEN,35D,SIMPLE BATTERY (DOMESTIC),3/13/2022 18:00,14 34.9,BATTERY OF A DATING PARTNER (SIMPLE),1.0,736582.0,,BLACK,MALE,27.0,1.0,VICTIM,BLACK,FEMALE,29.0,Non-fatal,,Incident Report,2022
C-15217-22,6,024XX General Taylor St,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,3/13/2022 0:01,14 67,THEFT,1.0,736583.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,56.0,Non-fatal,,Incident Report,2022
C-14917-22,6,009XX General Pershing St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),3/14/2022 9:00,14 62,SIMPLE BURGLARY,1.0,736584.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,UNKNOWN,FEMALE,37.0,Non-fatal,,Incident Report,2022
C-15470-22,7,240XX Chef Menteur Hw,OPEN,62,SIMPLE BURGLARY,3/14/2022 13:45,14 62,SIMPLE BURGLARY,1.0,736587.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,56.0,Non-fatal,,Incident Report,2022
C-15575-22,6,009XX Gravier St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),3/14/2022 11:00,,,,,,,,,1.0,VICTIM,BLACK,FEMALE,32.0,Non-fatal,,Incident Report,2022
C-15431-22,3,044XX Chef Menteur Hw,OPEN,21,MISCELLANEOUS INCIDENT,3/14/2022 18:56,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,36.0,Non-fatal,,Incident Report,2022
C-14694-22,8,008XX Convention Center Bd,OPEN,68,UNAUTHORIZED USE OF MOVABLES,3/12/2022 18:00,14 68,UNAUTHORIZED USE OF MOVABLE,1.0,736589.0,,BLACK,MALE,,2.0,REPORTING PERSON,BLACK,FEMALE,32.0,Non-fatal,,Incident Report,2022
C-14694-22,8,008XX Convention Center Bd,OPEN,68,UNAUTHORIZED USE OF MOVABLES,3/12/2022 18:00,,,1.0,736589.0,,BLACK,MALE,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
C-15595-22,1,027XX Tulane Av,CLOSED,21,MISCELLANEOUS INCIDENT,3/14/2022 19:15,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,736592.0,ARRESTED,BLACK,MALE,70.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
C-15523-22,8,010XX Saint Philip St,CLOSED,37,AGGRAVATED ASSAULT,3/14/2022 18:20,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,1.0,736594.0,ARRESTED,BLACK,MALE,20.0,1.0,VICTIM,WHITE,MALE,36.0,Non-fatal,,Incident Report,2022
C-15523-22,8,010XX Saint Philip St,CLOSED,37,AGGRAVATED ASSAULT,3/14/2022 18:20,14 62,SIMPLE BURGLARY,1.0,736594.0,ARRESTED,BLACK,MALE,20.0,2.0,VICTIM,WHITE,FEMALE,54.0,Non-fatal,,Incident Report,2022
C-15523-22,8,010XX Saint Philip St,CLOSED,37,AGGRAVATED ASSAULT,3/14/2022 18:20,14 95,ILLEGAL CARRYING OF WEAPON,1.0,736594.0,ARRESTED,BLACK,MALE,20.0,3.0,VICTIM,,,,Non-fatal,,Incident Report,2022
C-15497-22,7,048XX Warren Dr,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,3/14/2022 12:00,14 67,THEFT,1.0,736590.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,FEMALE,19.0,Non-fatal,,Incident Report,2022
